,o1__spkt_welch_density__coeff_5,o2__spkt_welch_density__coeff_5,t3__energy_ratio_by_chunks__num_segments_10__segment_focus_8,t3__spkt_welch_density__coeff_8,t4__fourier_entropy__bins_100,t3__spkt_welch_density__coeff_5,o1__spkt_welch_density__coeff_8,o2__spkt_welch_density__coeff_8,t3__energy_ratio_by_chunks__num_segments_10__segment_focus_7,o1__energy_ratio_by_chunks__num_segments_10__segment_focus_8,o2__fourier_entropy__bins_100,t4__spkt_welch_density__coeff_8,o2__energy_ratio_by_chunks__num_segments_10__segment_focus_8,t4__energy_ratio_by_chunks__num_segments_10__segment_focus_8,o1__fourier_entropy__bins_100,t3__fourier_entropy__bins_100,t4__spkt_welch_density__coeff_5,t3__partial_autocorrelation__lag_2,"t3__agg_autocorrelation__f_agg_""var""__maxlag_40",t4__energy_ratio_by_chunks__num_segments_10__segment_focus_7,t3__energy_ratio_by_chunks__num_segments_10__segment_focus_6,t4__energy_ratio_by_chunks__num_segments_10__segment_focus_6,o2__energy_ratio_by_chunks__num_segments_10__segment_focus_6,o1__energy_ratio_by_chunks__num_segments_10__segment_focus_6,"o1__fft_coefficient__attr_""abs""__coeff_30","o2__agg_autocorrelation__f_agg_""var""__maxlag_40","o2__fft_coefficient__attr_""abs""__coeff_25"
26,9.483679942128195e-10,8.914185505374132e-10,0.14415000454434884,5.087450752245412e-10,0.13600216966487969,8.703792881375981e-10,4.526299048341622e-10,6.758308749525824e-10,0.004237167365827398,0.1790546934158081,0.743132834475391,2.1659249855216653e-09,0.1251683600619291,0.11415889585373498,0.8464798783739224,0.24590145415382958,5.1330358492923216e-09,-0.7531675529262306,0.054545863431060514,0.0010679472800903137,0.0030105866873473917,0.0003497218019276045,0.0027637120863925574,0.005189889639838652,0.0030876136374189196,0.06677607515798242,0.005330894244218122
27,8.285845641576762e-10,6.229687627372852e-10,0.12467390161238896,1.1860679962907823e-09,0.18121382170440362,7.984672767270257e-10,5.439418369835835e-10,5.627438643307918e-10,0.001278835172408396,0.08916993815447226,0.13600216966487969,2.068915733178782e-09,0.05427003473053381,0.15819873132048679,0.2156169896628778,0.13600216966487969,2.535580703405019e-09,-0.7964790803474397,0.04775941317241896,0.0008577384157702144,0.0013006331153019319,0.00041924076375886424,0.0005498987687230294,0.0014742755661141835,0.004275761120852653,0.053002644395072976,0.006995611657040781
28,9.808216400169746e-10,1.099978469337299e-09,0.02989178186586543,1.2602989846434763e-09,0.13600216966487969,1.3576836163294214e-09,9.87575880140331e-10,1.0579596851080108e-09,0.0002115681900993875,0.0355969338300127,0.13600216966487969,5.648267932071745e-09,0.044898652294325,0.026594843032819625,0.13600216966487969,0.13600216966487969,7.424445840647438e-09,-0.8360038112539868,0.04880243342816863,0.0001139567209330814,9.136901451095953e-05,7.763440557091073e-05,0.00024370311405215277,0.0007138425770312163,0.0038459735748276,0.04968650690452453,0.012896187631963091
29,1.6003697250846723e-09,1.6160900461025433e-09,0.059429572596766976,6.40878917216621e-10,0.13600216966487969,1.4479156613135953e-09,9.61380532132408e-10,1.5084619968507396e-09,0.0006693932439073285,0.10849406719507494,1.2010412469993612,1.938617822763718e-09,0.2711806904305327,0.03726369489678393,0.6142525601208288,0.18121382170440362,3.4518371907106297e-09,-0.7012638491017231,0.05680758129330241,0.0008702702484741197,0.000692170134436966,0.0002260404956634804,0.002096202262263524,0.002375381072141427,0.004196902988743596,0.04971871660345678,0.005699740074580035
30,1.329700351145805e-09,1.2505277066157849e-09,0.020793574479882747,1.2628867140500487e-09,0.13600216966487969,1.3820992968005307e-09,9.062648692303868e-10,6.679211846005265e-10,0.0007642761003582566,0.028464107513958104,0.5994499050442053,1.4914640975752942e-09,0.04894212749486121,0.018559131723620847,0.29905391149829097,0.18121382170440362,1.0816723384020605e-09,-0.678555086127416,0.05940087570245861,0.0009763063452999811,0.0002976146826314648,0.00017281205280684795,0.000626344817028256,0.00046105867589256645,0.0057381620147411395,0.06768709304841736,0.00732545065519347
31,1.3816863360726993e-09,7.387346569993435e-10,0.26148360114063673,1.989597751877198e-09,1.6745553022605808,1.795766306828929e-09,7.235985734983316e-10,6.188880195051231e-10,0.0017062226624473605,0.11982128036093193,0.13600216966487969,2.1379121411751627e-08,0.051160267221625914,0.28698573052304277,0.7078176691861787,1.1962531535350436,1.59005378535546e-08,-0.7789216794951583,0.04331895996835489,0.0015169164651525561,0.0013769332127419043,0.0007319382999481433,0.0010695563571937725,0.003744013369658886,0.0012214554885222203,0.044986419177579465,0.005456950793186915
32,1.4284210895551977e-09,1.4323342736217058e-09,0.031942917900576046,1.0807066035128626e-09,0.13600216966487969,1.5923149948754668e-09,2.8577801362626535e-10,5.931391866377697e-10,0.0010474797405503802,0.03263030217874215,0.13600216966487969,7.256372636433029e-09,0.03643312886007874,0.03915570466760123,0.18121382170440362,0.13600216966487969,1.0578311965022864e-08,-0.7361030014838982,0.05706405064410884,0.000751865387057547,0.0006372416711484845,0.00015153884121674473,0.0005821631592659568,0.000872310290495092,0.006998173678854102,0.05931568439406785,0.011069468387832942
33,2.025521411595928e-09,1.4737212128370132e-09,0.03946663775202037,3.455702088389498e-09,0.18121382170440362,2.6344670599918966e-09,1.6638638606930631e-09,2.1376872053944338e-09,0.0011175416542829786,0.03464566063068634,0.13600216966487969,4.1023748691704704e-08,0.03365864481524072,0.047115402891355754,0.2734888004706887,0.18121382170440362,3.305794788060058e-08,-0.735912366360718,0.05879299186682484,0.001180199952886976,0.0006806400405518862,0.00028009731921987003,0.000772339823102439,0.0009197231816411779,0.00834501312937815,0.060840986076588256,0.010036050966839212
34,2.458593874450293e-09,2.1991026107903883e-09,0.04511079927898502,1.8862516085084177e-09,0.34557157704648467,2.2033398911339067e-09,1.4278242239964263e-09,1.7422818523152414e-09,0.001320107448664803,0.03668364364617873,0.18121382170440362,8.514563935420958e-09,0.028878256057892356,0.0671578127315121,0.36334584173899703,0.18121382170440362,8.116603654662979e-09,-0.6725237908784623,0.056160647985412517,0.0010059024289366257,0.0007993199879155627,0.0007758431247327191,0.0004844072395762517,0.0019456623912324606,0.0047548784555134374,0.05917268106931707,0.009370050939451239
35,1.5175276709286438e-09,6.284083862977391e-10,0.07639640566818844,1.0525684255653357e-09,1.4500704013889754,1.3189819377067897e-09,5.596896127155559e-10,7.633854053046606e-10,0.0016817399055394768,0.06457365096941603,0.7555424600487815,1.8331360958450393e-08,0.05507237358989704,0.08169776528121378,1.2675475416525888,1.4929174740955367,1.2966857740337369e-08,-0.6975765053998552,0.07078466635016645,0.001723800766863578,0.0006654130939346264,0.0003572119702542732,0.0010171455534349933,0.002576236457023621,0.0034102966990686365,0.06440421015728756,0.0022728896200104056
36,2.1074395062595972e-09,3.06088789740496e-09,0.08915919448718035,1.8542908110090943e-09,1.072680325512454,1.5953789591604223e-09,6.839392721501075e-10,2.507413646993288e-09,0.0015545721562550358,0.06696007838574965,0.5633845791914477,3.4222780911078674e-08,0.05390789038324072,0.10728821930393294,0.7723496058277282,0.8312961164368506,3.8399076296946434e-08,-0.7432906873753607,0.05375570679480942,0.0018286173713046004,0.0005059417732718986,0.0003793471527157101,0.0003455697925501722,0.0012259503026395256,0.002593102087006104,0.05008791920099154,0.008457924048897645
37,3.7653345391719875e-09,8.23136311160145e-09,0.11796598132972691,1.0170861199851633e-08,1.2271945187175135,8.298350702246522e-09,3.856402876543406e-09,9.322576697764754e-09,0.0011963826107450756,0.13129576078804472,0.8841939473584217,5.342050571915434e-08,0.12490724299894668,0.10315588287377812,0.9976682161573657,1.0302089778839687,5.662736870244906e-08,-0.7137371478344404,0.058620498871021706,0.0013207889954481736,0.0006622739870524762,0.000368069279638234,0.0007850169804036497,0.0016437794916693393,0.0008164253113580535,0.04724533076367565,0.0060799932551706065
38,1.768147191091685e-09,1.1661464902802432e-09,0.05406163524272558,7.305838693494733e-09,0.789687019013576,6.635547330447219e-09,1.0861077656085658e-09,1.4030320171319127e-09,0.0012229514517051706,0.03639243277527723,0.4253624604658905,8.702516070063812e-08,0.032931815974588885,0.07021181914676604,0.5633845791914477,0.6551576436692853,8.494014386979178e-08,-0.7690353899662395,0.059420909710320234,0.0007254771874872536,0.0002591887668110789,0.00017811882517411955,0.00040734216050910193,0.0009768485263885076,0.007570035535899393,0.06020444336684268,0.012222516471231992
39,6.55125890854714e-09,1.1115853192337852e-08,0.084153407331656,1.285808166480538e-08,0.9580041768147951,1.379900322602747e-08,3.880242579497384e-09,8.363205476058003e-09,0.0012888275229817347,0.07220326273369962,0.7543674960602409,9.69938134347344e-08,0.06257244462609213,0.10710441779490294,0.925157162881653,0.862448805910908,8.552017560580888e-08,-0.7609753179013792,0.06178339818173487,0.0012959819982142043,0.00035927747867854284,0.0003198750181586574,0.0003083973703993657,0.0013524121072097449,0.004285292137914043,0.06061336664615524,0.011503473339368067
40,7.457835191678573e-09,1.1298896294341372e-08,0.16100444270089384,2.0783915766447145e-08,1.3084359202567026,2.162957711770565e-08,5.681897359257588e-09,8.46361682042833e-09,0.001863650574180881,0.10114125498320099,0.8719823867910563,1.7487290446973875e-07,0.06521153729365049,0.27203255555894296,1.0634241233309132,1.1254580265249028,1.8776492078384536e-07,-0.7303468557945003,0.05837652828806592,0.0023342070931917096,0.0007135358323640186,0.0006648713323807972,0.0003631562048254794,0.0022186316156630375,0.006175130389775464,0.06374180351351377,0.011977739985888648
41,4.932404579764714e-09,6.8020027147602765e-09,0.05551224744540734,2.484688913068744e-08,0.7631846789222385,2.4121427435437915e-08,5.93189484975933e-09,8.834930451431497e-09,0.0005061243842541751,0.04385874545694157,0.588342733938527,2.3271580210295423e-07,0.03688755291898025,0.07371906343027554,0.6332424153123103,0.687900738561054,2.3884410965428633e-07,-0.8156286712204378,0.04899180224755454,0.000480318811308482,0.00012887587370475105,0.00010681228926533646,0.00025838540799209413,0.00043523061468505486,0.005552064302380148,0.053427496633526014,0.014475410839353163
42,3.779063968479135e-09,1.1214407192508407e-08,0.11489595597295844,7.1762307631746446e-09,1.503127341475986,5.049933630908666e-09,3.748262045751311e-09,1.1169729280988838e-08,0.0019085075731853879,0.08654427095102689,0.9307342045603592,3.8533015626959606e-08,0.06833810293327297,0.20020964052247678,1.1030845417459696,1.2663490407132665,1.888329540680423e-08,-0.7088597716619044,0.05905345019486245,0.001243827535871703,0.0005263680405347913,0.0006516481941527505,0.00041111177610487,0.0012414173853724545,0.003942069723713717,0.06501622087177203,0.009249125593011229
43,2.175898637155986e-09,2.0473037441633666e-09,0.18363455324376893,3.678367393519423e-09,1.665230927912161,2.651871181004724e-09,1.4925130564535333e-09,2.464906371736867e-09,0.0019631702892608043,0.10093353731076535,0.9526303042942744,2.772497489419965e-08,0.0721118452228279,0.3526876096785911,1.2136899022053942,1.4136360115249647,1.96487163869954e-08,-0.7041465132123746,0.04791493866210613,0.0022426270669905213,0.0017056358713083068,0.001259601368931601,0.0007890878386645977,0.003227890016700024,0.0055643452735078865,0.05062919892323785,0.009472776435334947
